#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      415.3   434.0   187.4   266.0   289.8   383.5   421.6   442.7   459.6   479.1   505.9   559.9   728.3  7764.9 13774.5   5013.8     5000  1683829791458  1683829796823
read      446.1   308.1   173.5   250.3   275.3   423.7   485.0   516.8   539.5   566.9   600.4   650.5   805.0  4461.8 12278.5   9997.0    10000  1683829798327  1683829803646
read      449.0   270.8   173.5   242.7   264.7   423.3   502.1   544.1   572.4   602.9   638.9   697.2   827.8  3844.3 10506.5  15055.0    15000  1683829805149  1683829810439
read      455.3   318.6   173.5   235.7   254.9   420.9   508.2   556.0   589.2   626.8   675.2   750.7   960.8  2627.8 12911.3  20018.8    20000  1683829811942  1683829817239
read      454.2   320.4   173.5   235.9   255.0   419.8   508.9   562.5   598.7   636.5   681.5   741.7   881.9  2321.9 15318.0  25061.2    25000  1683829818741  1683829824023
read      472.9   321.4   173.5   231.8   249.3   417.0   518.4   577.0   620.4   673.6   745.1   909.5  1235.9  1720.5 12911.3  30028.6    30000  1683829825525  1683829830817
read      454.1   261.8   173.5   230.8   247.8   410.6   505.0   561.7   602.9   648.8   708.1   796.3  1070.9  1728.2  9240.9  34874.0    35000  1683829832319  1683829837608
read      462.7   267.6   173.5   230.1   246.9   406.9   509.6   573.1   619.8   673.8   740.8   856.1  1178.6  1848.2  8549.0  39705.4    40000  1683829839111  1683829844382
read      446.0   244.6   173.5   227.5   243.4   393.0   492.4   552.9   598.9   651.2   715.3   806.3  1107.3  1634.7  8115.2  44796.2    45000  1683829845885  1683829851169
read      439.9   256.3   173.5   223.9   239.2   380.6   479.0   541.5   589.8   647.0   716.8   821.3  1124.4  1893.0  7974.1  50022.4    50000  1683829852672  1683829857957
read      441.1   263.6   160.7   226.3   242.9   379.6   473.2   535.9   585.9   644.6   719.4   835.3  1140.1  1753.1  9888.3  54723.4    55000  1683829859460  1683829864734
read      440.4   265.0   173.5   223.4   238.4   366.2   463.1   527.8   578.6   642.9   733.1   887.0  1311.2  1974.9  7887.3  60023.8    60000  1683829866237  1683829871534
read      442.3   307.0   160.7   222.8   238.1   367.8   460.7   523.1   572.4   635.3   726.2   895.7  1342.1  2197.7 11196.2  64946.0    65000  1683829873037  1683829878315
read      431.9   267.1   160.7   223.4   238.3   362.5   449.6   506.7   557.0   621.4   709.1   864.9  1267.7  1901.0  8460.8  70120.2    70000  1683829879818  1683829885096
read      437.2   289.5   173.5   224.3   239.6   360.5   446.8   505.1   556.5   627.4   728.4   914.8  1347.4  2083.9 10296.3  75048.7    75000  1683829886600  1683829891879
read      420.6   267.5   160.7   222.2   236.7   355.0   433.5   487.2   534.4   598.3   682.9   845.5  1226.8  1873.5  8359.7  79903.4    80000  1683829893382  1683829898657
read      472.5   352.2   160.7   228.1   245.2   367.3   454.8   520.5   580.8   666.0   806.4  1112.0  1810.7  3113.0  8751.7  84948.2    85000  1683829900160  1683829905466
read      652.1   589.4   173.5   256.3   277.9   377.3   586.0   830.9  1042.2  1255.2  1496.4  1724.2  2500.0  4534.7 13158.7  89179.0    90000  1683829906968  1683829912250
read      731.6   854.1   173.5   280.4   299.3   379.3   502.2  1106.7  1405.5  1516.0  1631.4  1780.6  2717.4 10024.8 30397.0  89572.6    95000  1683829913752  1683829919040
read      777.9  1065.0   173.5   295.2   315.2   398.4   524.1  1206.6  1443.2  1560.9  1672.6  1828.0  2768.1 12681.6 32080.4  85269.4   100000  1683829920543  1683829925830
read      728.1   903.7   173.5   273.7   290.2   381.9   517.4  1039.2  1379.0  1500.1  1624.3  1779.9  2736.7 10548.4 31586.1  90406.3   105000  1683829927332  1683829932610
read      734.0   853.4   173.5   282.2   302.2   382.0   534.3  1079.0  1395.7  1513.2  1630.8  1785.6  2727.4  9341.9 30280.2  89529.2   110000  1683829934113  1683829939396
read      723.1   864.8   173.5   275.7   292.3   374.2   501.2  1062.6  1394.6  1501.8  1618.4  1760.6  2705.0 10472.2 30463.7  91001.2   115000  1683829940898  1683829946173
read      735.1   883.8   173.5   281.0   300.4   383.2   543.8  1080.2  1391.2  1504.7  1625.4  1771.8  2703.4 11752.7 30519.9  89581.8   120000  1683829947676  1683829952972
read      733.9   897.9   173.5   282.5   301.6   379.1   539.4  1050.0  1378.6  1507.3  1626.8  1779.9  2729.2 10507.3 31632.0  89847.3   125000  1683829954476  1683829959755
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 70.16%,3.03%,100.00%
