Random waveform, supplied seed
Total number of intervals = 200 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227, 37496, 83925, 51037, 33690, 51474, 73708, 98618, 81977, 91567, 48236, 91726, 52458, 70467, 71151, 65016, 42057, 78821, 60720, 39911, 10628)
Average QPS expected = 50559
Timestamp start: 1684676027764
Timestamp end: 1684677228169

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      391.6   215.5   148.8   195.7   209.2   361.0   446.6   498.6   535.6   574.0   617.0   676.6   802.4  1149.3  7896.4  31040.7    31016
read      397.0   270.0   148.8   194.2   207.1   343.0   435.9   500.0   549.2   599.8   658.0   746.2   958.3  1778.3 11883.5  47378.2    47394
read      413.9   816.3   148.8   198.1   210.0   297.7   343.4   369.8   392.3   424.2   480.9   721.2  3024.1  9559.0 31936.4  95497.3    95335
read      366.5   507.0   173.5   229.0   253.0   341.8   376.9   396.1   409.5   426.6   447.7   479.2   578.0  6065.9 18149.6   5296.7     5252
read      403.7   321.3   148.8   197.8   210.4   312.1   387.9   450.1   512.6   600.4   716.4   953.6  1386.3  2532.7  9265.0  65957.5    65908
read      382.4   293.7   148.8   204.3   218.9   364.2   434.2   470.4   494.3   519.6   547.4   589.0   684.1  3635.4 10225.5  16907.7    16889
read      404.9   283.3   148.8   198.8   211.8   348.6   445.3   513.5   563.6   613.5   670.9   748.6   978.2  2310.2  8117.1  42945.0    42912
read      487.9  1383.8   148.8   204.8   219.2   324.8   361.7   382.1   399.5   426.6   470.1   589.2  6062.2 16260.3 36846.3  99909.8    99898
read      440.0   484.0   148.8   200.2   212.5   383.8   479.4   539.2   582.9   629.3   685.5   776.2  1065.9  7387.2 12854.7  26490.7    26385
read      442.2   670.6   148.8   200.0   212.8   382.9   469.7   523.5   560.2   600.6   646.2   720.0  1096.5  8495.6 31444.3  22584.2    22616
read      431.4   385.7   148.8   198.6   210.3   324.2   433.3   514.0   595.4   688.7   799.1   970.5  1298.1  4161.0 10045.6  50609.3    50605
read      412.9   602.0   148.8   199.6   211.1   293.7   339.5   369.8   398.2   442.5   530.6   999.2  2915.8  5641.5 24803.0  90415.3    90283
read      446.1   628.5   160.7   199.5   211.8   380.0   474.7   535.3   578.8   625.4   682.8   773.6  1130.6  8452.4 30843.9  26273.7    26273
read      431.9   456.5   160.7   197.8   209.8   326.9   437.1   521.4   600.9   687.3   791.5   951.4  1233.3  4359.1 15650.5  48427.8    48521
read      446.4   528.8   160.7   199.5   211.6   367.5   476.0   545.6   603.2   665.6   739.3   862.8  1167.6  6330.1 26111.4  34055.5    34058
read      393.5   413.9   148.8   196.3   207.6   291.3   349.0   393.3   435.9   506.9   671.1   999.5  1661.0  4824.7 12335.9  75809.0    75648
read      435.3   635.3   160.7   201.4   214.3   382.2   466.8   516.1   547.5   583.2   624.5   687.2  1108.7  7576.1 31012.6  19411.8    19482
read      447.7   801.3   160.7   204.2   218.3   379.2   457.9   498.9   525.8   554.5   591.9   653.1  1379.6 11133.6 31872.7  15094.7    15054
read      393.5   387.5   148.8   195.6   207.5   297.5   363.0   414.3   465.5   549.8   682.9   945.5  1486.6  3822.1 12087.6  75745.7    75754
read      344.6   424.2   160.7   224.3   244.1   320.1   347.3   364.2   375.0   391.3   410.3   446.6   590.9  5426.8 17543.3   5182.8     5187
read      391.7   248.6   148.8   205.2   222.7   370.7   441.0   479.0   504.2   532.9   567.0   615.7   720.7  2770.0 10579.4  17670.2    17656
read      437.2  1061.8   148.8   198.1   210.0   297.0   349.9   387.9   417.0   454.7   517.0   804.8  2914.4 15595.3 32383.8  96207.3    96343
read      430.7   426.0   148.8   196.0   207.8   354.1   462.3   531.6   589.4   651.5   726.0   848.8  1131.7  4810.0 15680.0  36564.0    36665
read      403.5   539.2   148.8   196.3   208.0   292.4   343.3   378.4   412.9   467.7   599.6   982.3  2278.8  5728.5 15611.2  85181.5    85269
read      434.2   598.1   148.8   194.8   206.8   362.9   461.6   522.6   567.6   616.7   675.0   763.3  1147.1  8061.0 30673.8  31521.0    31525
read      419.7   489.9   148.8   193.4   204.6   301.6   388.0   463.8   537.6   636.9   765.8   988.7  1484.9  6023.9 15543.4  61692.3    61798
read      444.6   794.1   160.7   202.8   216.7   370.9   438.3   470.8   493.4   518.0   547.5   611.2  2748.9  8002.3 31936.7  12315.8    12253
read      466.1   879.0   148.8   196.6   209.3   372.1   462.9   518.7   559.0   604.3   656.4   745.5  2544.3 12668.8 35239.4  25726.7    25710
read      309.7   194.0   148.8   191.5   202.2   272.3   324.5   357.4   383.0   414.4   455.1   511.2   742.9  1690.7  6822.1  79841.7    79937
read      365.7   361.9   160.7   220.3   239.8   338.3   374.1   395.6   410.9   430.1   454.6   493.5   681.8  4365.4 12795.1   7297.5     7271
read      363.1   339.0   148.8   194.4   205.6   283.4   337.2   373.2   404.6   452.5   545.4   859.3  1544.7  3354.4 10193.3  85785.8    85861
read      394.2   620.1   148.8   197.1   208.9   290.8   339.2   372.0   400.2   441.4   520.3   944.0  2138.0  7913.8 30598.6  91278.7    91467
read      403.7   449.9   148.8   193.0   204.4   297.5   370.0   429.5   490.7   584.3   717.3   967.4  1481.5  5421.5 13714.6  72254.8    72217
read      418.7   433.2   148.8   193.4   205.2   361.0   457.1   515.9   558.2   605.1   658.8   740.8  1046.6  6640.7 12570.0  31024.2    31080
