Random waveform, random seed
Total number of intervals = 134 (52932, 63276, 59289, 32844, 88933, 40607, 19751, 73821, 15072, 89535, 98891, 19665, 38401, 97983, 49629, 37910, 14479, 10151, 33216, 65102, 59218, 61938, 85852, 50545, 44522, 83014, 41540, 23220, 40054, 40077, 41140, 54611, 64733, 40181, 84151, 47959, 90506, 69727, 72749, 35422, 95775, 80314, 66261, 66433, 96604, 52160, 99261, 51520, 83781, 6267, 21856, 98891, 11100, 20941, 20297, 31496, 43058, 91351, 18992, 48162, 82649, 85109, 8695, 70919, 61013, 22088, 99681, 77971, 26094, 70892, 81415, 45346, 52622, 70921, 95098, 17839, 48300, 24707, 37085, 25956, 45246, 94401, 81677, 89137, 47808, 25946, 59073, 10902, 16970, 75004, 29102, 84925, 38000, 11409, 85054, 29241, 46463, 17532, 15317, 24558, 15281, 80466, 61040, 9436, 78167, 94085, 81627, 5014, 59565, 16330, 54919, 20565, 73945, 90697, 55043, 5751, 5442, 37143, 51443, 22624, 92802, 91267, 33121, 88004, 22134, 22811, 10724, 63685, 91837, 24817, 86140, 30415, 25311, 30042)
Average QPS expected = 51500
Timestamp start: 1684667812697
Timestamp end: 1684669013114

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      390.7   233.9   148.8   195.7   208.8   337.5   422.4   478.8   526.5   582.7   647.3   748.6  1013.5  1463.2  7746.5  61039.3    61040
read      378.1   300.6   160.7   215.8   235.7   363.5   407.6   430.0   446.1   464.1   488.5   527.3   683.0  4066.0 12327.0   9402.0     9436
read      382.1   275.6   148.8   194.0   206.2   305.6   378.0   429.9   484.2   563.9   660.4   835.8  1257.2  1847.6  8311.9  78096.6    78167
read      385.8   278.9   148.8   198.6   211.8   312.7   373.1   413.1   454.5   530.7   650.1   884.0  1361.2  2063.3  8295.9  94259.4    94085
read      381.1   286.4   148.8   194.2   206.4   303.3   373.1   422.9   472.9   557.5   662.4   853.0  1264.1  1879.9 10311.0  81593.2    81627
read      351.0   400.5   160.7   228.2   251.2   326.7   357.0   373.7   386.9   400.3   419.6   448.2   545.4  5747.3 16444.2   4961.6     5014
read      391.8   262.4   148.8   193.4   205.5   320.5   411.6   475.3   534.2   601.5   675.1   802.4  1110.8  1629.8  8196.1  59514.6    59565
read      379.5   304.5   148.8   201.8   215.0   365.6   431.9   464.9   486.3   508.1   537.3   580.5   671.5  3286.2 12965.4  16346.8    16330
read      390.8   249.3   148.8   193.6   205.9   331.7   423.7   485.4   537.0   596.0   660.5   760.5  1013.6  1476.7  8310.1  54861.2    54919
read      378.6   206.8   148.8   199.4   213.1   360.6   433.6   473.4   499.4   527.4   560.0   609.5   708.5  1908.2  8557.3  20561.1    20565
