Random waveform, random seed
Total number of intervals = 120 (88566, 49865, 10663, 89182, 48455, 63173, 40348, 40421, 34648, 7586, 50938, 79501, 93528, 34272, 58252, 78313, 70420, 33734, 33657, 65533, 84931, 48915, 89407, 36541, 88960, 23519, 34064, 72288, 85043, 27784, 68345, 26643, 95038, 47337, 81381, 54725, 85952, 18909, 75425, 85917, 97559, 46587, 9603, 45611, 57011, 21202, 42675, 11790, 28706, 87138, 91510, 35301, 53342, 17750, 62229, 42704, 27772, 56616, 42540, 15612, 51727, 42728, 54114, 72151, 59288, 8843, 97648, 23107, 41830, 55423, 35633, 36982, 91842, 18840, 42962, 91945, 26726, 63523, 18930, 39781, 14923, 62160, 12689, 35927, 28794, 47717, 12564, 28191, 83378, 78222, 65324, 84281, 55373, 50503, 90271, 16801, 85051, 74543, 80337, 70947, 65853, 41091, 79237, 14213, 88402, 50454, 26235, 75429, 44823, 16551, 62156, 50248, 73025, 22411, 18343, 50874, 48453, 20006, 69859, 23492)
Average QPS expected = 51571
Timestamp start: 1684430108987
Timestamp end: 1684431309398

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      423.6   270.1   160.7   216.2   229.9   349.4   434.3   494.7   546.0   616.6   711.4   881.3  1276.1  1968.4  8362.4  72172.4    72151
read      437.9   312.1   160.7   215.9   230.0   356.6   453.8   519.6   572.3   640.2   741.0   920.8  1341.8  2208.1 11336.2  59328.6    59288
read      428.0   343.0   173.5   242.8   266.2   410.2   464.2   492.3   510.9   535.3   565.6   616.4   755.6  5251.7 15594.8   8802.1     8843
read      419.3   372.3   160.7   221.3   234.8   324.9   372.8   405.3   435.5   480.2   570.5   995.2  1779.4  2977.8  9871.2  97562.6    97648
read      445.7   319.7   160.7   223.9   241.1   404.4   498.6   551.1   590.8   635.7   690.9   769.9   936.1  4053.3 12444.7  22969.7    23107
read      458.8   337.6   160.7   219.0   232.7   383.6   490.8   553.6   606.5   679.0   781.3   944.8  1329.0  2504.4 11554.1  41742.8    41830
read      445.0   326.9   160.7   217.5   230.6   356.1   457.9   526.1   582.0   656.0   765.7   952.0  1424.4  2319.1  9480.6  55423.0    55423
read      451.1   278.0   160.7   222.1   237.9   398.6   495.4   552.0   596.8   656.0   733.1   853.7  1139.2  1942.9  9439.0  35627.1    35633
read      492.5   501.0   160.7   220.7   234.8   400.0   514.7   586.6   650.4   739.3   846.9   974.9  1393.3  6300.3 19212.1  36918.7    36982
read      446.1   475.6   160.7   222.1   236.4   332.4   385.6   425.9   464.3   527.6   678.6   954.1  1872.8  5277.4 12690.9  91750.3    91842
read      494.6   728.9   160.7   221.3   236.6   423.1   526.4   588.6   632.6   679.9   734.9   814.2  1312.8  8907.6 35476.1  18882.9    18840
read      472.5   478.1   160.7   216.4   229.6   383.8   496.4   565.8   626.9   710.5   813.6   967.7  1354.9  5434.8 16093.0  42882.4    42962
read      452.4   512.7   160.7   222.3   236.9   334.4   387.0   426.7   464.5   527.1   688.6   986.4  1978.8  5085.3 16096.4  91865.5    91945
read      499.5   673.7   173.5   221.8   236.9   419.7   526.6   597.2   657.9   722.8   792.5   892.0  1263.2  9786.0 30158.6  26728.5    26726
read      452.8   376.1   160.7   219.1   232.3   351.7   448.2   518.7   579.6   666.4   797.2   953.2  1510.4  3679.4 12547.2  63558.9    63523
read      494.2   618.6   160.7   223.6   240.1   431.7   535.9   598.0   640.7   687.5   739.6   815.1  1278.1  7753.4 31462.6  18931.5    18930
read      485.7   525.2   160.7   219.9   234.0   395.7   505.8   573.8   632.5   712.9   810.1   965.9  1434.3  6607.0 26102.6  39725.2    39781
read      452.1   398.1   160.7   231.0   250.0   426.6   505.5   544.1   571.7   602.9   643.5   714.5   881.8  4477.1 16315.4  14895.8    14923
read      436.4   307.4   160.7   217.1   231.2   356.0   450.4   515.6   568.6   637.0   735.9   914.0  1336.8  2160.6 11386.4  62171.6    62160
read      445.0   327.8   160.7   234.6   254.7   425.7   496.5   531.6   555.5   585.2   625.8   686.8   836.2  4650.5 13021.7  12692.5    12689
read      466.7   312.5   160.7   223.6   240.1   405.3   504.3   561.5   608.3   671.8   766.0   921.1  1283.4  2686.3  9446.6  35867.0    35927
read      456.7   299.2   160.7   224.8   242.8   409.6   502.0   555.3   596.4   651.2   726.5   840.9  1089.2  2774.3 11146.1  28753.2    28794
read      447.0   309.5   160.7   217.2   231.1   374.3   476.8   539.2   588.5   653.8   747.7   911.5  1299.2  2077.7  9180.8  47670.1    47717
read      446.5   297.4   160.7   236.9   257.5   427.5   497.9   533.3   558.0   587.8   628.5   690.4   841.0  4445.5 11393.6  12553.4    12564
read      468.3   303.0   160.7   226.2   244.3   415.7   509.8   566.0   610.2   670.6   758.3   886.2  1169.6  3288.2  9374.7  28196.4    28191
read      437.6   428.9   160.7   222.1   236.4   333.4   395.7   443.3   487.0   550.8   688.7   966.4  1826.9  4710.9 12217.4  83331.0    83378
read      428.7   408.4   160.7   220.7   233.8   331.4   398.6   451.3   496.9   561.7   684.3   984.0  1705.7  4388.2 12125.9  78118.2    78222
read      450.8   399.1   160.7   218.1   230.8   348.6   446.6   512.6   570.4   654.4   783.4   999.8  1558.2  4245.2 12787.6  65339.7    65324
read      462.9   460.9   160.7   223.0   237.9   340.6   412.7   473.5   534.6   630.1   818.7   985.4  1931.3  4750.3 12842.6  84382.7    84281
read      465.7   508.6   160.7   218.1   230.6   356.4   461.9   531.1   589.0   675.5   804.4   971.9  1579.5  5373.8 19865.9  55319.2    55373
read      459.8   371.2   160.7   219.0   232.4   371.9   479.1   546.3   603.1   678.3   783.5   962.7  1384.4  4027.5 10133.8  50608.7    50503
read      398.3   318.6   160.7   219.7   232.1   321.1   377.6   418.9   454.6   503.3   586.1   839.7  1622.6  2815.8  8690.6  90224.3    90271
read      449.4   471.9   160.7   225.8   243.8   418.1   504.4   547.0   577.5   612.6   657.8   730.4   909.3  4433.7 25106.5  16744.9    16801
read      410.1   404.8   160.7   215.8   228.2   320.0   385.6   433.7   474.8   534.6   636.7   908.3  1637.8  4259.3 12360.3  85031.3    85051
read      428.1   401.4   160.7   214.6   227.6   336.2   416.1   473.8   526.0   598.1   713.3   935.5  1491.6  4316.5 12729.5  74623.0    74543
read      407.3   344.3   160.7   214.9   227.5   324.6   394.8   445.3   489.3   549.4   651.9   864.8  1484.1  3689.7 10240.4  80233.0    80337
read      434.0   368.9   160.7   215.2   228.4   345.5   434.1   496.2   548.4   624.5   737.9   940.2  1429.2  3378.6 12533.1  70800.1    70947
read      438.6   339.9   160.7   217.1   230.4   352.4   445.3   510.0   566.2   637.7   745.4   938.0  1403.2  2698.5 12649.2  65688.6    65853
read      452.3   275.1   160.7   221.9   238.1   399.5   495.1   551.0   595.8   653.0   731.9   854.8  1166.7  1873.2  9465.0  40972.6    41091
read      426.0   365.3   160.7   221.7   235.8   336.1   402.3   452.8   497.2   560.1   674.1   956.6  1715.2  3944.7 10540.2  79149.0    79237
read      512.7   981.7   160.7   227.1   244.9   423.6   513.3   561.2   593.6   631.4   680.2   760.7  2163.6 13685.3 32513.8  14195.5    14213
read      338.1   193.2   160.7   214.0   225.9   305.5   354.5   385.2   408.6   439.3   480.7   544.8   739.9  1717.7  8125.7  88491.9    88402
read      441.2   280.6   160.7   217.4   231.8   374.5   473.6   536.3   585.3   646.6   733.6   879.6  1223.2  1827.9  8258.7  50429.3    50454
read      449.4   262.5   160.7   225.4   244.1   407.5   500.5   553.5   594.8   645.7   708.3   796.9   979.9  1825.2  9039.7  26326.3    26235
read      426.4   281.0   160.7   218.7   232.4   355.0   441.0   500.5   550.3   618.4   709.6   874.0  1243.0  1954.4  9263.4  75507.4    75429
read      455.1   291.4   148.8   219.8   234.7   392.0   495.0   557.9   609.1   673.6   757.0   894.9  1213.9  1903.9  8885.3  44784.2    44823
read      449.7   309.9   160.7   230.0   249.2   422.6   507.4   548.6   578.9   614.2   659.5   730.2   884.1  4117.1 12234.1  16562.6    16551
read      442.6   328.0   160.7   218.4   232.3   358.5   454.2   521.0   576.1   648.3   751.3   934.9  1369.1  2375.5 11563.6  62125.5    62156
read      452.5   318.5   160.7   218.9   233.0   376.6   482.6   547.1   599.6   668.7   764.1   931.2  1311.7  2179.9 10646.5  50121.4    50248
read      426.3   288.8   160.7   217.0   230.7   351.0   437.9   498.9   549.3   617.6   711.7   887.3  1274.0  2123.1  9763.2  73029.1    73025
read      457.1   279.4   160.7   228.9   247.9   418.3   514.3   567.4   605.8   651.5   707.4   788.4   955.1  3078.2 10135.1  22329.0    22411
read      450.8   328.8   160.7   228.5   247.5   419.3   510.7   555.9   587.0   625.4   674.1   746.7   903.6  4050.2 15221.7  18219.9    18343
read      451.2   319.5   160.7   219.6   234.1   374.6   479.8   543.5   593.5   662.4   760.0   922.5  1312.3  2271.0 12091.1  50930.3    50874
read      448.5   286.1   160.7   219.5   234.3   379.1   481.7   545.2   594.4   658.6   746.4   901.2  1263.4  1979.8  9338.6  48624.8    48453
read      446.8   265.6   160.7   228.8   247.7   413.4   507.3   556.2   591.0   632.2   682.7   755.2   893.3  2655.1  9750.1  19973.3    20006
read      429.2   295.9   160.7   217.0   230.6   351.1   439.7   501.0   552.4   622.9   725.1   905.2  1282.7  2179.2 10194.8  69839.6    69859
read      458.1   298.6   160.7   233.3   253.1   418.2   512.6   564.1   600.7   645.4   704.6   792.5   968.2  2757.6 12162.5  23511.4    23492

Total QPS = 51566.1 (61879336 / 1200.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 15284195498 bytes :   12.1 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.95%,48.22%,100.00%
