Random waveform, supplied seed
Total number of intervals = 120 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791)
Average QPS expected = 51270
Timestamp start: 1684494545080
Timestamp end: 1684495745484

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      411.4   401.4   173.5   235.8   258.6   385.3   428.3   451.1   466.4   486.4   509.0   553.9   877.0  6091.9 15342.9   7385.7     7434
read      400.1   360.3   160.7   210.9   224.0   328.8   406.8   460.0   502.6   557.2   635.3   779.0  1215.4  3802.7 12911.2  67057.8    67201
read      362.3   321.9   160.7   214.6   227.2   317.7   375.1   411.1   438.6   472.7   522.1   610.4   873.5  3149.6 12964.8  85810.5    85927
read      359.8   290.5   160.7   210.8   223.0   303.4   363.1   407.0   444.1   487.4   538.6   622.1  1061.2  2970.2 10166.4  64017.7    63953
read      466.5   625.5   160.7   214.6   229.3   384.9   481.4   543.3   589.8   643.4   710.3   811.0  1383.5  8658.4 30155.5  31613.8    31595
read      332.1   330.6   160.7   209.6   221.3   291.4   335.8   365.3   389.6   421.2   464.4   532.1   805.0  2992.5 13716.3  88012.8    87879
read      513.0  1356.5   160.7   237.0   260.5   405.5   455.1   481.2   500.0   523.7   554.7   623.9  2788.3 30531.1 36673.5   7291.1     7287
read      390.2   432.2   160.7   214.1   226.3   316.1   386.6   437.1   477.6   525.0   584.8   712.2  1330.9  4992.8 15517.3  62243.5    62295
read      498.0  1279.5   173.5   236.4   260.2   392.2   439.3   463.6   481.4   502.3   534.0   592.5  2971.5 30046.1 36503.6   6627.8     6561
read      489.0   929.2   160.7   216.6   231.7   396.4   495.0   552.9   594.3   640.0   694.9   790.9  1547.5 10873.7 32329.8  22421.5    22532
read      423.5   481.0   160.7   211.8   224.7   326.4   412.9   473.3   520.4   581.9   679.2   891.7  1522.9  5672.6 17488.1  60514.8    60653
read      439.9   536.0   160.7   212.0   225.3   339.1   432.7   496.4   546.2   615.9   720.0   929.8  1548.6  5982.8 24453.8  58996.0    59076
read      413.4   426.4   160.7   212.7   225.6   324.8   406.2   463.7   507.9   562.5   646.4   842.3  1459.3  4802.1 15217.8  60098.4    60154
read      489.7   808.6   160.7   217.9   233.0   400.4   502.3   563.2   605.6   652.0   708.3   797.2  1434.9 10890.5 32139.0  22915.7    22964
read      509.7  1298.9   173.5   230.1   251.3   401.6   456.1   484.9   505.0   531.1   565.0   629.8  2961.8 28335.1 36632.5   8175.6     8172
read      475.7   791.8   160.7   215.0   230.0   387.5   484.8   546.8   592.4   643.3   705.1   801.0  1258.4 10957.4 32016.2  27700.5    27652
read      471.3   694.9   160.7   212.9   227.3   381.1   478.4   541.1   591.5   652.4   729.2   872.6  1392.3  9773.2 32008.8  37632.1    37594
read      487.8   812.7   160.7   215.5   230.5   395.6   497.4   558.6   601.4   648.4   707.0   801.7  1552.0 10483.1 32209.1  24316.8    24367
read      480.5   762.3   160.7   213.7   228.3   385.9   487.1   550.7   603.1   664.4   740.7   883.1  1359.2 10978.5 31952.5  33627.4    33771
read      335.8   255.2   160.7   211.0   222.9   295.0   340.5   371.0   396.4   429.7   473.7   540.9   843.6  2905.7  8865.0  84938.1    84944
read      329.7   273.7   160.7   208.9   220.9   292.2   337.1   366.7   390.8   421.4   462.6   525.4   714.6  3418.8  9795.5  85661.2    85666
read      454.4   517.7   160.7   214.1   228.2   356.3   453.0   514.9   565.9   631.9   729.7   949.5  1719.7  5482.0 16086.8  51868.6    51918
read      484.3   660.4   160.7   214.7   229.3   389.7   495.8   564.3   619.2   685.9   775.6   954.6  1492.9  7490.0 30551.5  34463.5    34406
read      502.0   785.1   160.7   216.3   231.4   398.1   503.9   573.3   624.0   684.8   761.0   908.1  1818.1 10444.7 31802.2  28684.9    28664
read      490.3   692.0   160.7   213.4   227.5   381.7   491.8   562.1   621.6   701.2   808.5   980.3  1568.6  9019.9 31241.9  38145.0    38289
read      491.3   907.5   160.7   216.7   231.9   397.8   497.9   557.1   596.4   638.3   689.8   776.4  1591.1 12139.8 33741.3  20661.2    20658
