Random waveform, random seed
Total number of intervals = 120 (55543, 49101, 94365, 38365, 69560, 21756, 34751, 24257, 82800, 51792, 6952, 46942, 6742, 35274, 71152, 84640, 11356, 49490, 75249, 70853, 9659, 40347, 33600, 60521, 14879, 83590, 21868, 24025, 73480, 67286, 91117, 82521, 10167, 21705, 39304, 69299, 5494, 44796, 24718, 29757, 75280, 14048, 70737, 42019, 96973, 85027, 51814, 90800, 77177, 76388, 18804, 17310, 86999, 36966, 15256, 55809, 64143, 83632, 62121, 27579, 42391, 79065, 74993, 36656, 21916, 64298, 32317, 70415, 54146, 33424, 57788, 62141, 73423, 69976, 78063, 52168, 52521, 98096, 42655, 49904, 96711, 39017, 90801, 89994, 11486, 53855, 88784, 21339, 55919, 6521, 16964, 67197, 17266, 7523, 44680, 75611, 71414, 29220, 78670, 79102, 35192, 26196, 85583, 73692, 24042, 75876, 55857, 14396, 38751, 96952, 14276, 12706, 43209, 61670, 50627, 87424, 52871, 75927, 68461, 86634)
Average QPS expected = 52056
Timestamp start: 1684664931092
Timestamp end: 1684666131490

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      401.5   271.2   148.8   195.8   208.4   336.0   433.2   494.3   542.6   605.0   683.9   803.6  1102.1  1680.7  9295.5  54126.2    54146
read      399.4   280.8   148.8   198.1   211.6   365.9   445.2   494.1   532.7   579.4   632.4   708.9   861.9  2557.3 10202.0  33469.6    33424
read      389.6   246.2   148.8   193.0   205.0   324.2   416.9   478.1   530.3   592.3   668.7   783.9  1076.9  1558.7  8464.7  58000.1    57788
read      391.8   276.9   148.8   193.2   205.1   316.3   406.9   470.6   526.5   593.7   677.9   822.1  1159.9  1781.1 10236.6  62150.9    62141
read      384.2   261.3   148.8   193.1   205.0   304.1   381.4   439.9   498.6   575.6   670.7   848.7  1274.9  1943.2  7570.7  73254.3    73423
read      386.8   268.1   148.8   193.0   205.1   307.0   388.6   449.1   505.8   580.5   675.8   848.8  1254.4  1771.3  7917.2  70147.1    69976
read      394.0   397.6   148.8   194.8   206.8   298.7   365.3   412.6   458.4   533.0   660.9   926.1  1612.0  3919.7 11161.4  78104.3    78063
read      432.7   583.8   148.8   193.7   205.2   319.0   422.7   496.1   569.0   663.1   766.0   926.3  1360.7  6521.3 29318.0  52215.8    52168
read      435.3   536.0   148.8   193.4   204.9   313.7   417.3   494.0   573.3   672.9   784.3   956.8  1567.6  5826.3 25107.1  52488.4    52521
read      466.5   948.0   148.8   201.4   214.6   300.6   337.8   363.3   388.3   436.2   644.6  1062.1  4228.9  9498.0 32145.6  98085.8    98096
